Quantify Compound Summary Report 

Printed Fri Apr 20 12:27:30 2012

Compound 1:  L-histidine

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	ug/ml	%Dev	Acq.Date	Acq.Time	ID
38	38	PR01_EXAMPLE_AAC_0098_A1	S64-M2-10	Analyte	0.460	2.78	232248		232247.922	bb	0.5	15.5	13-Apr-12	02:09:34	Batch01_050
39	39	PR01_EXAMPLE_AAC_0099_A1	S64-3mnd-10	Analyte	0.460	2.78	229113		229112.516	bb	0.5	14.0	13-Apr-12	02:20:00	Batch01_051
37	37	PR01_EXAMPLE_AAC_0097_A1	S64-M1-10	Analyte	0.460	2.78	228887		228886.813	bb	0.5	13.9	13-Apr-12	02:30:25	Batch01_052
23	23	PR01_EXAMPLE_AAC_0063_A1	S45-3mnd-10	Analyte	0.460	2.77	229752		229752.266	bb	0.5	14.3	13-Apr-12	02:40:50	Batch01_053
22	22	PR01_EXAMPLE_AAC_0062_A1	S45-M2-10	Analyte	0.460	2.76	225411		225410.828	bb	0.5	12.1	13-Apr-12	02:51:15	Batch01_054
20	20	PR01_EXAMPLE_AAC_0061_A1	S45-M1-10	Analyte	0.460	2.78	228276		228275.766	bb	0.5	13.6	13-Apr-12	03:01:40	Batch01_055
85	85	PR01_EXAMPLE_AAC_01QC_D2	QC	QC	0.460	2.78	220701		220700.844	bb	0.5	9.8	13-Apr-12	03:12:05	Batch01_056
36	36	PR01_EXAMPLE_AAC_0085_B1	S59-M1-10	Analyte	0.460	2.78	213047		213047.297	bb	0.5	6.0	13-Apr-12	03:22:30	Batch01_057
31	31	PR01_EXAMPLE_AAC_0077_A1	S52-M2-10	Analyte	0.460	2.75	221084		221084.297	bb	0.5	10.0	13-Apr-12	03:32:56	Batch01_058
32	32	PR01_EXAMPLE_AAC_0078_A1	S52-3mnd-10	Analyte	0.460	2.75	228631		228631.188	bb	0.5	13.7	13-Apr-12	03:43:21	Batch01_059
30	30	PR01_EXAMPLE_AAC_0076_A1	S52-M1-10	Analyte	0.460	2.74	232754		232754.172	bb	0.5	15.8	13-Apr-12	03:53:46	Batch01_060
28	28	PR01_EXAMPLE_AAC_0074_A1	S51-M2-10	Analyte	0.460	2.75	222107		222106.547	bb	0.5	10.5	13-Apr-12	04:04:11	Batch01_061
27	27	PR01_EXAMPLE_AAC_0073_A1	S51-M1-10	Analyte	0.460	2.78	224502		224502.359	bb	0.5	11.7	13-Apr-12	04:14:36	Batch01_062
21	21	PR01_EXAMPLE_AAC_0061_B1	S45-M1-10	Analyte	0.460	2.78	227978		227978.188	bb	0.5	13.4	13-Apr-12	04:25:01	Batch01_063
29	29	PR01_EXAMPLE_AAC_0075_A1	S51-3mnd-10	Analyte	0.460	2.77	216291		216291.281	bb	0.5	7.6	13-Apr-12	04:35:26	Batch01_064
52	52	PR01_EXAMPLE_AAC_0140_A1	C8-10	Analyte	0.460	2.78	231361		231361.219	bb	0.5	15.1	13-Apr-12	04:45:51	Batch01_065
86	86	PR01_EXAMPLE_AAC_01QC_E1	QC	QC	0.460	2.78	228600		228600.266	bb	0.5	13.7	13-Apr-12	04:56:16	Batch01_066
43	43	PR01_EXAMPLE_AAC_0119_A1	S20-3mnd-0	Analyte	0.460	2.74	230273		230272.859	bb	0.5	14.6	13-Apr-12	05:06:41	Batch01_067
5	5	PR01_EXAMPLE_AAC_0016_B1	S12-M1-10	Analyte	0.460	2.75	228352		228352.469	bb	0.5	13.6	13-Apr-12	05:17:06	Batch01_068
48	48	PR01_EXAMPLE_AAC_0124_A1	S39-3mnd-0	Analyte	0.460	2.78	217850		217850.484	bb	0.5	8.4	13-Apr-12	05:27:31	Batch01_069
2	2	PR01_EXAMPLE_AAC_0013_B1	S11-M1-10	Analyte	0.460	2.78	219383		219383.141	bb	0.5	9.1	13-Apr-12	05:37:56	Batch01_070
51	51	PR01_EXAMPLE_AAC_0136_A1	C4-10	Analyte	0.460	2.78	230198		230197.609	bb	0.5	14.5	13-Apr-12	05:48:21	Batch01_071
25	25	PR01_EXAMPLE_AAC_0068_A1	S47-M2-10	Analyte	0.460	2.77	237814		237814.469	bb	0.5	18.3	13-Apr-12	05:58:46	Batch01_072
26	26	PR01_EXAMPLE_AAC_0069_A1	S47-3mnd-10	Analyte	0.460	2.74	232136		232136.328	bb	0.5	15.5	13-Apr-12	06:09:11	Batch01_073
24	24	PR01_EXAMPLE_AAC_0067_A1	S47-M1-10	Analyte	0.460	2.76	241521		241520.688	bb	0.6	20.1	13-Apr-12	06:19:36	Batch01_074
47	47	PR01_EXAMPLE_AAC_0122_B1	S27-3mnd-0	Analyte	0.460	2.77	227349		227349.125	bb	0.5	13.1	13-Apr-12	06:30:02	Batch01_075
87	87	PR01_EXAMPLE_AAC_01QC_F1	QC	QC	0.460	2.77	225676		225676.219	bb	0.5	12.3	13-Apr-12	06:40:26	Batch01_076
58	58	PR01_EXAMPLE_AAC_01Blank_C1	Blank	Solvent	0.460	2.79	14		13.800	bb	0.0	-100.0	13-Apr-12	06:50:51	Batch01_077
88	88	PR01_EXAMPLE_AAC_01QC_F2	QC	QC	0.460	2.75	228873		228873.047	bb	0.5	13.9	13-Apr-12	07:01:16	Batch01_078
74	74	PR01_EXAMPLE_AAC_01CAL5_A2	Calibration	Standard	0.460	2.77	211829		211829.281	bb	0.5	5.4	13-Apr-12	07:11:41	Batch01_079
76	76	PR01_EXAMPLE_AAC_01CAL7_A2	Calibration	Standard	0.460	2.76	167897		167897.078	bb	0.4	-16.5	13-Apr-12	07:22:06	Batch01_080
77	77	PR01_EXAMPLE_AAC_01CAL8_A2	Calibration	Standard	0.460	2.73	140763		140763.016	bb	0.3	-30.0	13-Apr-12	07:32:31	Batch01_081
73	73	PR01_EXAMPLE_AAC_01CAL4_A2	Calibration	Standard	0.460	2.74	217339		217339.156	bb	0.5	8.1	13-Apr-12	07:42:56	Batch01_082
69	69	PR01_EXAMPLE_AAC_01CAL0_A2	Calibration	Standard	0.460	2.74	231577		231576.688	bb	0.5	15.2	13-Apr-12	07:53:21	Batch01_083
71	71	PR01_EXAMPLE_AAC_01CAL2_A2	Calibration	Standard	0.460	2.76	224843		224843.391	bb	0.5	11.9	13-Apr-12	08:03:46	Batch01_084
75	75	PR01_EXAMPLE_AAC_01CAL6_A2	Calibration	Standard	0.460	2.74	193647		193647.328	bb	0.4	-3.7	13-Apr-12	08:14:12	Batch01_085
70	70	PR01_EXAMPLE_AAC_01CAL1_A2	Calibration	Standard	0.460	2.74	227388		227388.125	bb	0.5	13.1	13-Apr-12	08:24:37	Batch01_086
72	72	PR01_EXAMPLE_AAC_01CAL3_A2	Calibration	Standard	0.460	2.73	219882		219882.250	bb	0.5	9.4	13-Apr-12	08:35:02	Batch01_087
89	89	PR01_EXAMPLE_AAC_01QC_G1	QC	QC	0.460	2.76	223802		223801.906	bb	0.5	11.3	13-Apr-12	08:45:27	Batch01_088
59	59	PR01_EXAMPLE_AAC_01Blank_D1	Blank	Solvent	0.460	2.74	8		7.636	bb	0.0	-100.0	13-Apr-12	08:55:53	Batch01_089
90	90	PR01_EXAMPLE_AAC_01QC_G2	QC	QC	0.460	2.76	218264		218263.844	bb	0.5	8.6	13-Apr-12	09:06:17	Batch01_090

Compound 19:  Gln_C13N15

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	ug/ml	%Dev	Acq.Date	Acq.Time	ID
91	91	PR01_EXAMPLE_AAC_01SST_A1	SST	Analyte	0.050	2.54	28856		28856.355	bb	0.1	25.1	12-Apr-12	16:46:45	Batch01_000
92	92	PR01_EXAMPLE_AAC_01SST_A2	SST	Analyte	0.050	2.55	29608		29607.758	bb	0.1	28.4	12-Apr-12	16:57:10	Batch01_000
93	93	PR01_EXAMPLE_AAC_01SST_A3	SST	Analyte	0.050	2.57	28245		28244.934	bb	0.1	22.5	12-Apr-12	17:07:35	Batch01_000
94	94	PR01_EXAMPLE_AAC_01SST_A4	SST	Analyte	0.050	2.54	29496		29495.992	bb	0.1	27.9	12-Apr-12	17:18:01	Batch01_000
95	95	PR01_EXAMPLE_AAC_01SST_A5	SST	Analyte	0.050	2.58	29484		29484.381	bb	0.1	27.8	12-Apr-12	17:28:27	Batch01_000
78	78	PR01_EXAMPLE_AAC_01QC_A1	QC	QC	0.050	2.56	24768		24767.516	bb	0.1	7.4	12-Apr-12	17:38:53	Batch01_001
56	56	PR01_EXAMPLE_AAC_01Blank_A1	Blank	Solvent	0.050	2.55	1		1.061	bb	0.0	-100.0	12-Apr-12	17:49:18	Batch01_002
79	79	PR01_EXAMPLE_AAC_01QC_A2	QC	QC	0.050	2.54	25594		25593.994	bb	0.1	11.0	12-Apr-12	17:59:44	Batch01_003
66	66	PR01_EXAMPLE_AAC_01CAL6_A1	Calibration	Standard	0.050	2.52	19686		19685.738	bb	0.0	-14.7	12-Apr-12	18:10:09	Batch01_004
62	62	PR01_EXAMPLE_AAC_01CAL2_A1	Calibration	Standard	0.050	2.53	26143		26143.252	bb	0.1	13.3	12-Apr-12	18:20:35	Batch01_005
61	61	PR01_EXAMPLE_AAC_01CAL1_A1	Calibration	Standard	0.050	2.53	26846		26845.766	bb	0.1	16.4	12-Apr-12	18:31:01	Batch01_006
63	63	PR01_EXAMPLE_AAC_01CAL3_A1	Calibration	Standard	0.050	2.56	26733		26732.957	bb	0.1	15.9	12-Apr-12	18:41:26	Batch01_007
64	64	PR01_EXAMPLE_AAC_01CAL4_A1	Calibration	Standard	0.050	2.53	24355		24355.012	bb	0.1	5.6	12-Apr-12	18:51:51	Batch01_008
67	67	PR01_EXAMPLE_AAC_01CAL7_A1	Calibration	Standard	0.050	2.52	17123		17122.713	bb	0.0	-25.8	12-Apr-12	19:02:17	Batch01_009
60	60	PR01_EXAMPLE_AAC_01CAL0_A1	Calibration	Standard	0.050	2.53	28031		28030.701	bb	0.1	21.5	12-Apr-12	19:12:43	Batch01_010
65	65	PR01_EXAMPLE_AAC_01CAL5_A1	Calibration	Standard	0.050	2.52	23420		23420.021	bb	0.1	1.5	12-Apr-12	19:23:08	Batch01_011
68	68	PR01_EXAMPLE_AAC_01CAL8_A1	Calibration	Standard	0.050	2.51	12752		12752.389	bb	0.0	-44.7	12-Apr-12	19:33:34	Batch01_012
80	80	PR01_EXAMPLE_AAC_01QC_B1	QC	QC	0.050	2.56	26572		26572.152	bb	0.1	15.2	12-Apr-12	19:43:59	Batch01_013
57	57	PR01_EXAMPLE_AAC_01Blank_B1	Blank	Solvent	0.050	2.61	3		2.513	bb	0.0	-100.0	12-Apr-12	19:54:25	Batch01_014
81	81	PR01_EXAMPLE_AAC_01QC_B2	QC	QC	0.050	2.54	26738		26738.096	bb	0.1	15.9	12-Apr-12	20:04:50	Batch01_015
49	49	PR01_EXAMPLE_AAC_0125_A1	S40-3mnd-0	Analyte	0.050	2.53	26649		26649.191	bb	0.1	15.5	12-Apr-12	20:15:15	Batch01_016
54	54	PR01_EXAMPLE_AAC_0142_A1	C10-10	Analyte	0.050	2.53	26939		26938.523	bb	0.1	16.8	12-Apr-12	20:25:40	Batch01_017
53	53	PR01_EXAMPLE_AAC_0141_A1	C9-10	Analyte	0.050	2.53	26324		26323.930	bb	0.1	14.1	12-Apr-12	20:36:06	Batch01_018
45	45	PR01_EXAMPLE_AAC_0121_B1	S25-3mnd-0	Analyte	0.050	2.53	26855		26854.703	bb	0.1	16.4	12-Apr-12	20:46:31	Batch01_019
41	41	PR01_EXAMPLE_AAC_0107_A1	S67-M2-10	Analyte	0.050	2.57	26829		26828.965	bb	0.1	16.3	12-Apr-12	20:56:56	Batch01_020
40	40	PR01_EXAMPLE_AAC_0106_A1	S67-M1-10	Analyte	0.050	2.55	26818		26818.107	bb	0.1	16.3	12-Apr-12	21:07:21	Batch01_021
44	44	PR01_EXAMPLE_AAC_0121_A1	S25-3mnd-0	Analyte	0.050	2.59	26665		26665.131	bb	0.1	15.6	12-Apr-12	21:17:46	Batch01_022
55	55	PR01_EXAMPLE_AAC_0143_A1	C11-10	Analyte	0.050	2.58	26595		26594.799	bb	0.1	15.3	12-Apr-12	21:28:12	Batch01_023
50	50	PR01_EXAMPLE_AAC_0134_A1	C2-10	Analyte	0.050	2.59	26422		26422.250	bb	0.1	14.6	12-Apr-12	21:38:38	Batch01_024
82	82	PR01_EXAMPLE_AAC_01QC_C1	QC	QC	0.050	2.60	25316		25316.352	bb	0.1	9.8	12-Apr-12	21:49:03	Batch01_025
17	17	PR01_EXAMPLE_AAC_0058_A1	S44-M1-10	Analyte	0.050	2.59	28068		28068.043	bb	0.1	21.7	12-Apr-12	21:59:28	Batch01_026
18	18	PR01_EXAMPLE_AAC_0059_A1	S44-M2-10	Analyte	0.050	2.59	27967		27966.643	bb	0.1	21.3	12-Apr-12	22:09:53	Batch01_027
8	8	PR01_EXAMPLE_AAC_0034_B1	S30-M1-10	Analyte	0.050	2.59	26804		26803.975	bb	0.1	16.2	12-Apr-12	22:20:18	Batch01_028
19	19	PR01_EXAMPLE_AAC_0060_A1	S44-3mnd-10	Analyte	0.050	2.58	27477		27477.166	bb	0.1	19.1	12-Apr-12	22:30:44	Batch01_029
42	42	PR01_EXAMPLE_AAC_0118_A1	S6-3mnd-0	Analyte	0.050	2.58	26560		26560.254	bb	0.1	15.2	12-Apr-12	22:41:09	Batch01_030
7	7	PR01_EXAMPLE_AAC_0034_A1	S30-M1-10	Analyte	0.050	2.58	26496		26495.846	bb	0.1	14.9	12-Apr-12	22:51:34	Batch01_031
10	10	PR01_EXAMPLE_AAC_0036_A1	S30-3mnd-10	Analyte	0.050	2.57	27173		27173.219	bb	0.1	17.8	12-Apr-12	23:01:59	Batch01_032
9	9	PR01_EXAMPLE_AAC_0035_A1	S30-M2-10	Analyte	0.050	2.58	25675		25675.197	bb	0.1	11.3	12-Apr-12	23:12:24	Batch01_033
6	6	PR01_EXAMPLE_AAC_0023_B1	S14-M2-10	Analyte	0.050	2.59	26629		26628.600	bb	0.1	15.5	12-Apr-12	23:22:49	Batch01_034
83	83	PR01_EXAMPLE_AAC_01QC_C2	QC	QC	0.050	2.59	26327		26326.783	bb	0.1	14.1	12-Apr-12	23:33:14	Batch01_035
13	13	PR01_EXAMPLE_AAC_0042_A1	S32-3mnd-10	Analyte	0.050	2.58	26364		26364.266	bb	0.1	14.3	12-Apr-12	23:43:39	Batch01_036
12	12	PR01_EXAMPLE_AAC_0041_A1	S32-M2-10	Analyte	0.050	2.58	25557		25556.924	bb	0.1	10.8	12-Apr-12	23:54:04	Batch01_037
11	11	PR01_EXAMPLE_AAC_0040_A1	S32-M1-10	Analyte	0.050	2.58	26496		26496.172	bb	0.1	14.9	13-Apr-12	00:04:29	Batch01_038
1	1	PR01_EXAMPLE_AAC_0013_A1	S11-M1-10	Analyte	0.050	2.58	26213		26213.279	bb	0.1	13.7	13-Apr-12	00:14:54	Batch01_039
4	4	PR01_EXAMPLE_AAC_0015_A1	S11-3mnd-10	Analyte	0.050	2.58	26422		26422.467	bb	0.1	14.6	13-Apr-12	00:25:19	Batch01_040
3	3	PR01_EXAMPLE_AAC_0014_A1	S11-M2-10	Analyte	0.050	2.58	26611		26611.205	bb	0.1	15.4	13-Apr-12	00:35:45	Batch01_041
46	46	PR01_EXAMPLE_AAC_0122_A1	S27-3mnd-0	Analyte	0.050	2.57	25487		25486.945	bb	0.1	10.5	13-Apr-12	00:46:11	Batch01_042
35	35	PR01_EXAMPLE_AAC_0084_A1	S58-3mnd-10	Analyte	0.050	2.58	26775		26775.479	bb	0.1	16.1	13-Apr-12	00:56:37	Batch01_043
33	33	PR01_EXAMPLE_AAC_0082_A1	S58-M1-10	Analyte	0.050	2.58	27501		27500.684	bb	0.1	19.2	13-Apr-12	01:07:02	Batch01_044
34	34	PR01_EXAMPLE_AAC_0083_A1	S58-M2-10	Analyte	0.050	2.58	28204		28203.926	bb	0.1	22.3	13-Apr-12	01:17:28	Batch01_045
84	84	PR01_EXAMPLE_AAC_01QC_D1	QC	QC	0.050	2.59	26157		26157.387	bb	0.1	13.4	13-Apr-12	01:27:53	Batch01_046
15	15	PR01_EXAMPLE_AAC_0050_A1	S35-M2-10	Analyte	0.050	2.58	26288		26287.867	bb	0.1	14.0	13-Apr-12	01:38:18	Batch01_047
16	16	PR01_EXAMPLE_AAC_0051_A1	S35-3mnd-10	Analyte	0.050	2.55	25527		25526.658	bb	0.1	10.7	13-Apr-12	01:48:43	Batch01_048
14	14	PR01_EXAMPLE_AAC_0049_A1	S35-M1-10	Analyte	0.050	2.54	27113		27112.521	bb	0.1	17.5	13-Apr-12	01:59:08	Batch01_049
38	38	PR01_EXAMPLE_AAC_0098_A1	S64-M2-10	Analyte	0.050	2.58	26785		26785.035	bb	0.1	16.1	13-Apr-12	02:09:34	Batch01_050
39	39	PR01_EXAMPLE_AAC_0099_A1	S64-3mnd-10	Analyte	0.050	2.58	26572		26572.021	bb	0.1	15.2	13-Apr-12	02:20:00	Batch01_051
37	37	PR01_EXAMPLE_AAC_0097_A1	S64-M1-10	Analyte	0.050	2.58	26602		26602.227	bb	0.1	15.3	13-Apr-12	02:30:25	Batch01_052
23	23	PR01_EXAMPLE_AAC_0063_A1	S45-3mnd-10	Analyte	0.050	2.58	26549		26549.488	bb	0.1	15.1	13-Apr-12	02:40:50	Batch01_053
22	22	PR01_EXAMPLE_AAC_0062_A1	S45-M2-10	Analyte	0.050	2.57	25518		25517.703	bb	0.1	10.6	13-Apr-12	02:51:15	Batch01_054
20	20	PR01_EXAMPLE_AAC_0061_A1	S45-M1-10	Analyte	0.050	2.58	26138		26138.299	bb	0.1	13.3	13-Apr-12	03:01:40	Batch01_055
85	85	PR01_EXAMPLE_AAC_01QC_D2	QC	QC	0.050	2.57	25838		25837.654	bb	0.1	12.0	13-Apr-12	03:12:05	Batch01_056
36	36	PR01_EXAMPLE_AAC_0085_B1	S59-M1-10	Analyte	0.050	2.58	26632		26632.164	bb	0.1	15.5	13-Apr-12	03:22:30	Batch01_057
31	31	PR01_EXAMPLE_AAC_0077_A1	S52-M2-10	Analyte	0.050	2.54	26139		26138.793	bb	0.1	13.3	13-Apr-12	03:32:56	Batch01_058
32	32	PR01_EXAMPLE_AAC_0078_A1	S52-3mnd-10	Analyte	0.050	2.54	27049		27049.041	bb	0.1	17.3	13-Apr-12	03:43:21	Batch01_059
30	30	PR01_EXAMPLE_AAC_0076_A1	S52-M1-10	Analyte	0.050	2.54	27073		27073.107	bb	0.1	17.4	13-Apr-12	03:53:46	Batch01_060
28	28	PR01_EXAMPLE_AAC_0074_A1	S51-M2-10	Analyte	0.050	2.55	27197		27196.842	bb	0.1	17.9	13-Apr-12	04:04:11	Batch01_061
27	27	PR01_EXAMPLE_AAC_0073_A1	S51-M1-10	Analyte	0.050	2.58	26846		26845.885	bb	0.1	16.4	13-Apr-12	04:14:36	Batch01_062
21	21	PR01_EXAMPLE_AAC_0061_B1	S45-M1-10	Analyte	0.050	2.58	27253		27253.234	bb	0.1	18.2	13-Apr-12	04:25:01	Batch01_063
29	29	PR01_EXAMPLE_AAC_0075_A1	S51-3mnd-10	Analyte	0.050	2.57	26756		26756.229	bb	0.1	16.0	13-Apr-12	04:35:26	Batch01_064
52	52	PR01_EXAMPLE_AAC_0140_A1	C8-10	Analyte	0.050	2.58	26268		26268.270	bb	0.1	13.9	13-Apr-12	04:45:51	Batch01_065
86	86	PR01_EXAMPLE_AAC_01QC_E1	QC	QC	0.050	2.58	26731		26730.629	bb	0.1	15.9	13-Apr-12	04:56:16	Batch01_066
43	43	PR01_EXAMPLE_AAC_0119_A1	S20-3mnd-0	Analyte	0.050	2.54	27307		27306.906	bb	0.1	18.4	13-Apr-12	05:06:41	Batch01_067
5	5	PR01_EXAMPLE_AAC_0016_B1	S12-M1-10	Analyte	0.050	2.55	26562		26562.285	bb	0.1	15.2	13-Apr-12	05:17:06	Batch01_068
48	48	PR01_EXAMPLE_AAC_0124_A1	S39-3mnd-0	Analyte	0.050	2.57	26145		26144.578	bb	0.1	13.4	13-Apr-12	05:27:31	Batch01_069
2	2	PR01_EXAMPLE_AAC_0013_B1	S11-M1-10	Analyte	0.050	2.58	25769		25769.008	bb	0.1	11.7	13-Apr-12	05:37:56	Batch01_070
51	51	PR01_EXAMPLE_AAC_0136_A1	C4-10	Analyte	0.050	2.58	26321		26321.365	bb	0.1	14.1	13-Apr-12	05:48:21	Batch01_071
25	25	PR01_EXAMPLE_AAC_0068_A1	S47-M2-10	Analyte	0.050	2.57	27466		27465.592	bb	0.1	19.1	13-Apr-12	05:58:46	Batch01_072
26	26	PR01_EXAMPLE_AAC_0069_A1	S47-3mnd-10	Analyte	0.050	2.53	27689		27688.986	bb	0.1	20.0	13-Apr-12	06:09:11	Batch01_073
24	24	PR01_EXAMPLE_AAC_0067_A1	S47-M1-10	Analyte	0.050	2.57	27368		27367.551	bb	0.1	18.7	13-Apr-12	06:19:36	Batch01_074
47	47	PR01_EXAMPLE_AAC_0122_B1	S27-3mnd-0	Analyte	0.050	2.57	26801		26800.793	bb	0.1	16.2	13-Apr-12	06:30:02	Batch01_075
87	87	PR01_EXAMPLE_AAC_01QC_F1	QC	QC	0.050	2.57	26586		26585.621	bb	0.1	15.3	13-Apr-12	06:40:26	Batch01_076
58	58	PR01_EXAMPLE_AAC_01Blank_C1	Blank	Solvent	0.050	2.52	13		12.775	bb	0.0	-99.9	13-Apr-12	06:50:51	Batch01_077
88	88	PR01_EXAMPLE_AAC_01QC_F2	QC	QC	0.050	2.54	25860		25860.104	bb	0.1	12.1	13-Apr-12	07:01:16	Batch01_078
74	74	PR01_EXAMPLE_AAC_01CAL5_A2	Calibration	Standard	0.050	2.57	23592		23592.434	bb	0.1	2.3	13-Apr-12	07:11:41	Batch01_079
76	76	PR01_EXAMPLE_AAC_01CAL7_A2	Calibration	Standard	0.050	2.56	16366		16366.221	bb	0.0	-29.0	13-Apr-12	07:22:06	Batch01_080
77	77	PR01_EXAMPLE_AAC_01CAL8_A2	Calibration	Standard	0.050	2.52	12589		12589.191	bb	0.0	-45.4	13-Apr-12	07:32:31	Batch01_081
73	73	PR01_EXAMPLE_AAC_01CAL4_A2	Calibration	Standard	0.050	2.54	25519		25519.225	bb	0.1	10.6	13-Apr-12	07:42:56	Batch01_082
69	69	PR01_EXAMPLE_AAC_01CAL0_A2	Calibration	Standard	0.050	2.54	28810		28809.572	bb	0.1	24.9	13-Apr-12	07:53:21	Batch01_083
71	71	PR01_EXAMPLE_AAC_01CAL2_A2	Calibration	Standard	0.050	2.56	27479		27479.236	bb	0.1	19.1	13-Apr-12	08:03:46	Batch01_084
75	75	PR01_EXAMPLE_AAC_01CAL6_A2	Calibration	Standard	0.050	2.53	20211		20211.156	bb	0.0	-12.4	13-Apr-12	08:14:12	Batch01_085
70	70	PR01_EXAMPLE_AAC_01CAL1_A2	Calibration	Standard	0.050	2.54	28865		28864.557	bb	0.1	25.1	13-Apr-12	08:24:37	Batch01_086
72	72	PR01_EXAMPLE_AAC_01CAL3_A2	Calibration	Standard	0.050	2.53	26648		26647.908	bb	0.1	15.5	13-Apr-12	08:35:02	Batch01_087
89	89	PR01_EXAMPLE_AAC_01QC_G1	QC	QC	0.050	2.56	26386		26386.332	bb	0.1	14.4	13-Apr-12	08:45:27	Batch01_088
59	59	PR01_EXAMPLE_AAC_01Blank_D1	Blank	Solvent	0.050	2.59	2		2.194	bb	0.0	-100.0	13-Apr-12	08:55:53	Batch01_089
90	90	PR01_EXAMPLE_AAC_01QC_G2	QC	QC	0.050	2.55	25647		25647.375	bb	0.1	11.2	13-Apr-12	09:06:17	Batch01_090

Compound 20:  Arg_C13N15

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	ug/ml	%Dev	Acq.Date	Acq.Time	ID
91	91	PR01_EXAMPLE_AAC_01SST_A1	SST	Analyte	0.390	2.63	8881		8880.989	bb	0.3	-15.9	12-Apr-12	16:46:45	Batch01_000
92	92	PR01_EXAMPLE_AAC_01SST_A2	SST	Analyte	0.390	2.63	9175		9175.214	bb	0.3	-13.1	12-Apr-12	16:57:10	Batch01_000
93	93	PR01_EXAMPLE_AAC_01SST_A3	SST	Analyte	0.390	2.66	9309		9308.964	bb	0.3	-11.8	12-Apr-12	17:07:35	Batch01_000
94	94	PR01_EXAMPLE_AAC_01SST_A4	SST	Analyte	0.390	2.62	9367		9367.058	bb	0.3	-11.3	12-Apr-12	17:18:01	Batch01_000
95	95	PR01_EXAMPLE_AAC_01SST_A5	SST	Analyte	0.390	2.66	8905		8905.176	bb	0.3	-15.6	12-Apr-12	17:28:27	Batch01_000
78	78	PR01_EXAMPLE_AAC_01QC_A1	QC	QC	0.390	2.64	8847		8847.015	bb	0.3	-16.2	12-Apr-12	17:38:53	Batch01_001
56	56	PR01_EXAMPLE_AAC_01Blank_A1	Blank	Solvent	0.390	2.65	9		9.389	bb	0.0	-99.9	12-Apr-12	17:49:18	Batch01_002
79	79	PR01_EXAMPLE_AAC_01QC_A2	QC	QC	0.390	2.62	8834		8834.094	bb	0.3	-16.3	12-Apr-12	17:59:44	Batch01_003
66	66	PR01_EXAMPLE_AAC_01CAL6_A1	Calibration	Standard	0.390	2.61	11025		11025.248	bb	0.4	4.4	12-Apr-12	18:10:09	Batch01_004
62	62	PR01_EXAMPLE_AAC_01CAL2_A1	Calibration	Standard	0.390	2.61	9679		9678.896	bb	0.4	-8.3	12-Apr-12	18:20:35	Batch01_005
61	61	PR01_EXAMPLE_AAC_01CAL1_A1	Calibration	Standard	0.390	2.62	9217		9217.229	bb	0.3	-12.7	12-Apr-12	18:31:01	Batch01_006
63	63	PR01_EXAMPLE_AAC_01CAL3_A1	Calibration	Standard	0.390	2.64	9441		9440.510	bb	0.3	-10.6	12-Apr-12	18:41:26	Batch01_007
64	64	PR01_EXAMPLE_AAC_01CAL4_A1	Calibration	Standard	0.390	2.61	9181		9181.130	bb	0.3	-13.0	12-Apr-12	18:51:51	Batch01_008
67	67	PR01_EXAMPLE_AAC_01CAL7_A1	Calibration	Standard	0.390	2.60	12717		12717.289	bb	0.5	20.5	12-Apr-12	19:02:17	Batch01_009
60	60	PR01_EXAMPLE_AAC_01CAL0_A1	Calibration	Standard	0.390	2.61	9522		9521.700	bb	0.4	-9.8	12-Apr-12	19:12:43	Batch01_010
65	65	PR01_EXAMPLE_AAC_01CAL5_A1	Calibration	Standard	0.390	2.60	10031		10031.476	bb	0.4	-5.0	12-Apr-12	19:23:08	Batch01_011
68	68	PR01_EXAMPLE_AAC_01CAL8_A1	Calibration	Standard	0.390	2.60	11723		11723.247	MM	0.4	11.0	12-Apr-12	19:33:34	Batch01_012
80	80	PR01_EXAMPLE_AAC_01QC_B1	QC	QC	0.390	2.64	9643		9642.512	bb	0.4	-8.7	12-Apr-12	19:43:59	Batch01_013
57	57	PR01_EXAMPLE_AAC_01Blank_B1	Blank	Solvent	0.390	2.61	5		5.416	bb	0.0	-99.9	12-Apr-12	19:54:25	Batch01_014
81	81	PR01_EXAMPLE_AAC_01QC_B2	QC	QC	0.390	2.63	9548		9547.622	bb	0.4	-9.6	12-Apr-12	20:04:50	Batch01_015
49	49	PR01_EXAMPLE_AAC_0125_A1	S40-3mnd-0	Analyte	0.390	2.61	9462		9461.850	bb	0.3	-10.4	12-Apr-12	20:15:15	Batch01_016
54	54	PR01_EXAMPLE_AAC_0142_A1	C10-10	Analyte	0.390	2.62	9325		9325.414	bb	0.3	-11.7	12-Apr-12	20:25:40	Batch01_017
53	53	PR01_EXAMPLE_AAC_0141_A1	C9-10	Analyte	0.390	2.61	9282		9281.716	bb	0.3	-12.1	12-Apr-12	20:36:06	Batch01_018
